Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,Risk Factor
"44136","","4.3","Medium","10.91.251.173","tcp","80","CGI Generic Cookie Injection Scripting","The remote web server is prone to cookie injection attacks.","The remote web server hosts at least one CGI script that fails to
adequately sanitize request strings with malicious JavaScript. 

By leveraging this issue, an attacker may be able to inject arbitrary
cookies.  Depending on the structure of the web application, it may be
possible to launch a 'session fixation' attack using this mechanism. 

Please note that :

  - Nessus did not check if the session fixation attack is
    feasible.

  - This is not the only vector of session fixation.","Restrict access to the vulnerable application.  Contact the vendor
for a patch or upgrade.","https://en.wikipedia.org/wiki/Session_fixation
https://www.owasp.org/index.php/Session_Fixation
http://www.acros.si/papers/session_fixation.pdf
http://projects.webappsec.org/w/page/13246960/Session%20Fixation","
Using the GET HTTP method, Nessus found that :

+ The following resources may be vulnerable to cookie manipulation :

+ The 'db' parameter of the /phpmyadmin/querywindow.php CGI :

/phpmyadmin/querywindow.php?db=<meta%20http-equiv=Set-Cookie%20content=""
testuvql=2044"">

-------- output --------
PMA_messages['strDropDatabaseStrongWarning'] = 'You are about to D [...]
PMA_messages['strBLOBRepositoryDisableStrongWarning'] = 'You are a [...]
PMA_messages['strBLOBRepositoryDisableAreYouSure'] = 'Are you sure you w
ant to disable all BLOB references for database <meta http-equiv=Set-Coo
kie content=""testuvql=2044"">?';
window.parent.addEvent(window, 'load', PMA_querywindowSetFocus);
window.parent.addEvent(window, 'load', PMA_TT_init);
------------------------

/phpmyadmin/querywindow.php?db=<meta%20http-equiv=Set-Cookie%20content=""
testuvql=2044"">&token=2d76ac0d0110ffffe04e03021abeeb63&table=&sql_query=
&querydisplay_tab=sql&no_js=true

-------- output --------
PMA_messages['strDropDatabaseStrongWarning'] = 'You are about to D [...]
PMA_messages['strBLOBRepositoryDisableStrongWarning'] = 'You are a [...]
PMA_messages['strBLOBRepositoryDisableAreYouSure'] = 'Are you sure you w
ant to disable all BLOB references for database <meta http-equiv=Set-Coo
kie content=""testuvql=2044"">?';
window.parent.addEvent(window, 'load', PMA_querywindowSetFocus);
window.parent.addEvent(window, 'load', PMA_TT_init);
------------------------

+ The 'db' parameter of the /phpmyadmin/index.php CGI :

/phpmyadmin/index.php?db=<meta%20http-equiv=Set-Cookie%20content=""testuv
ql=2044"">

-------- output --------
var server = '1';
var table = '';
var db    = '<meta http-equiv=Set-Cookie content=""testuvql=2044"">';
var token = 'af7ee65d3dfdee6e4b19843b16610cd5';
var text_dir = 'ltr';
------------------------

+ The 'table' parameter of the /phpmyadmin/index.php CGI :

/phpmyadmin/index.php?table=<meta%20http-equiv=Set-Cookie%20content=""tes
tuvql=2044"">

-------- output --------
var lang = 'en-utf-8';
var server = '1';
var table = '<meta http-equiv=Set-Cookie content=""testuvql=2044"">';
var db    = '';
var token = '324b41d2a327d0ed7d80751b27d2f799';
------------------------

+ The 'db' parameter of the /phpmyadmin/index.php CGI :

/phpmyadmin/index.php?collation_connection=&db=<meta%20http-equiv=Set-Co
okie%20content=""testuvql=2044"">&fontsize=&kill=63&lang=&token=2d76ac0d01
10ffffe04e03021abeeb63&target=main.php&table=&set_theme=&server=1

-------- output --------
var server = '1';
var table = '';
var db    = '<meta http-equiv=Set-Cookie content=""testuvql=2044"">';
var token = '19b7c06f30b2210d27e595c2b1323781';
var text_dir = 'ltr';
------------------------

+ The 'table' parameter of the /phpmyadmin/index.php CGI :

/phpmyadmin/index.php?collation_connection=&db=cdcol&fontsize=&kill=63&l
ang=&token=2d76ac0d0110ffffe04e03021abeeb63&target=main.php&table=<meta%
20http-equiv=Set-Cookie%20content=""testuvql=2044"">&set_theme=&server=1

-------- output --------
var lang = 'en-utf-8';
var server = '1';
var table = '<meta http-equiv=Set-Cookie content=""testuvql=2044"">';
var db    = 'cdcol';
var token = '582f8c60fcdb77824f24b6781541740c';
------------------------

","","Medium"
"44921","CVE-2010-1128","6.4","Medium","10.91.251.173","tcp","80","PHP < 5.3.2 / 5.2.13 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.2 / 5.2.13.  Such versions may be affected by
several security issues :

  - Directory paths not ending with '/' may not be
    correctly validated inside 'tempnam()' in 
    'safe_mode' configuration.

  - It may be possible to bypass the 'open_basedir'/ 
    'safe_mode' configuration restrictions due to an
    error in session extensions.

  - An unspecified vulnerability affects the LCG entropy.","Upgrade to PHP version 5.3.2 / 5.2.13 or later.","http://securityreason.com/achievement_securityalert/82
http://securityreason.com/securityalert/7008
https://seclists.org/fulldisclosure/2010/Feb/208
http://www.php.net/releases/5_3_2.php
http://www.php.net/ChangeLog-5.php#5.3.2
http://www.php.net/releases/5_2_13.php
http://www.php.net/ChangeLog-5.php#5.2.13","
  Version source     : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0, X-Powered-By: PHP/5.3.0, http://10.91.251.173/xampp/phpinfo.php
  Installed version  : 5.3.0
  Fixed version      : 5.3.2 / 5.2.13
","","Medium"
"44921","CVE-2010-1129","6.4","Medium","10.91.251.173","tcp","80","PHP < 5.3.2 / 5.2.13 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.2 / 5.2.13.  Such versions may be affected by
several security issues :

  - Directory paths not ending with '/' may not be
    correctly validated inside 'tempnam()' in 
    'safe_mode' configuration.

  - It may be possible to bypass the 'open_basedir'/ 
    'safe_mode' configuration restrictions due to an
    error in session extensions.

  - An unspecified vulnerability affects the LCG entropy.","Upgrade to PHP version 5.3.2 / 5.2.13 or later.","http://securityreason.com/achievement_securityalert/82
http://securityreason.com/securityalert/7008
https://seclists.org/fulldisclosure/2010/Feb/208
http://www.php.net/releases/5_3_2.php
http://www.php.net/ChangeLog-5.php#5.3.2
http://www.php.net/releases/5_2_13.php
http://www.php.net/ChangeLog-5.php#5.2.13","
  Version source     : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0, X-Powered-By: PHP/5.3.0, http://10.91.251.173/xampp/phpinfo.php
  Installed version  : 5.3.0
  Fixed version      : 5.3.2 / 5.2.13
","","Medium"
"44921","CVE-2010-1130","6.4","Medium","10.91.251.173","tcp","80","PHP < 5.3.2 / 5.2.13 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.2 / 5.2.13.  Such versions may be affected by
several security issues :

  - Directory paths not ending with '/' may not be
    correctly validated inside 'tempnam()' in 
    'safe_mode' configuration.

  - It may be possible to bypass the 'open_basedir'/ 
    'safe_mode' configuration restrictions due to an
    error in session extensions.

  - An unspecified vulnerability affects the LCG entropy.","Upgrade to PHP version 5.3.2 / 5.2.13 or later.","http://securityreason.com/achievement_securityalert/82
http://securityreason.com/securityalert/7008
https://seclists.org/fulldisclosure/2010/Feb/208
http://www.php.net/releases/5_3_2.php
http://www.php.net/ChangeLog-5.php#5.3.2
http://www.php.net/releases/5_2_13.php
http://www.php.net/ChangeLog-5.php#5.2.13","
  Version source     : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0, X-Powered-By: PHP/5.3.0, http://10.91.251.173/xampp/phpinfo.php
  Installed version  : 5.3.0
  Fixed version      : 5.3.2 / 5.2.13
","","Medium"
"44921","CVE-2010-1128","6.4","Medium","10.91.251.173","tcp","443","PHP < 5.3.2 / 5.2.13 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.2 / 5.2.13.  Such versions may be affected by
several security issues :

  - Directory paths not ending with '/' may not be
    correctly validated inside 'tempnam()' in 
    'safe_mode' configuration.

  - It may be possible to bypass the 'open_basedir'/ 
    'safe_mode' configuration restrictions due to an
    error in session extensions.

  - An unspecified vulnerability affects the LCG entropy.","Upgrade to PHP version 5.3.2 / 5.2.13 or later.","http://securityreason.com/achievement_securityalert/82
http://securityreason.com/securityalert/7008
https://seclists.org/fulldisclosure/2010/Feb/208
http://www.php.net/releases/5_3_2.php
http://www.php.net/ChangeLog-5.php#5.3.2
http://www.php.net/releases/5_2_13.php
http://www.php.net/ChangeLog-5.php#5.2.13","
  Version source     : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0, X-Powered-By: PHP/5.3.0, https://10.91.251.173/xampp/phpinfo.php
  Installed version  : 5.3.0
  Fixed version      : 5.3.2 / 5.2.13
","","Medium"
"44921","CVE-2010-1129","6.4","Medium","10.91.251.173","tcp","443","PHP < 5.3.2 / 5.2.13 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.2 / 5.2.13.  Such versions may be affected by
several security issues :

  - Directory paths not ending with '/' may not be
    correctly validated inside 'tempnam()' in 
    'safe_mode' configuration.

  - It may be possible to bypass the 'open_basedir'/ 
    'safe_mode' configuration restrictions due to an
    error in session extensions.

  - An unspecified vulnerability affects the LCG entropy.","Upgrade to PHP version 5.3.2 / 5.2.13 or later.","http://securityreason.com/achievement_securityalert/82
http://securityreason.com/securityalert/7008
https://seclists.org/fulldisclosure/2010/Feb/208
http://www.php.net/releases/5_3_2.php
http://www.php.net/ChangeLog-5.php#5.3.2
http://www.php.net/releases/5_2_13.php
http://www.php.net/ChangeLog-5.php#5.2.13","
  Version source     : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0, X-Powered-By: PHP/5.3.0, https://10.91.251.173/xampp/phpinfo.php
  Installed version  : 5.3.0
  Fixed version      : 5.3.2 / 5.2.13
","","Medium"
"44921","CVE-2010-1130","6.4","Medium","10.91.251.173","tcp","443","PHP < 5.3.2 / 5.2.13 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.3.2 / 5.2.13.  Such versions may be affected by
several security issues :

  - Directory paths not ending with '/' may not be
    correctly validated inside 'tempnam()' in 
    'safe_mode' configuration.

  - It may be possible to bypass the 'open_basedir'/ 
    'safe_mode' configuration restrictions due to an
    error in session extensions.

  - An unspecified vulnerability affects the LCG entropy.","Upgrade to PHP version 5.3.2 / 5.2.13 or later.","http://securityreason.com/achievement_securityalert/82
http://securityreason.com/securityalert/7008
https://seclists.org/fulldisclosure/2010/Feb/208
http://www.php.net/releases/5_3_2.php
http://www.php.net/ChangeLog-5.php#5.3.2
http://www.php.net/releases/5_2_13.php
http://www.php.net/ChangeLog-5.php#5.2.13","
  Version source     : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0, X-Powered-By: PHP/5.3.0, https://10.91.251.173/xampp/phpinfo.php
  Installed version  : 5.3.0
  Fixed version      : 5.3.2 / 5.2.13
","","Medium"
"45004","CVE-2007-6750","10.0","Critical","10.91.251.173","tcp","80","Apache 2.2.x < 2.2.15 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.15. It is, therefore, potentially affected
by multiple vulnerabilities :

  - A TLS renegotiation prefix injection attack is possible. 
    (CVE-2009-3555)

  - The 'mod_proxy_ajp' module returns the wrong status code
    if it encounters an error which causes the back-end 
    server to be put into an error state. (CVE-2010-0408)

  - The 'mod_isapi' attempts to unload the 'ISAPI.dll' when
    it encounters various error states which could leave
    call-backs in an undefined state. (CVE-2010-0425)

  - A flaw in the core sub-request process code can lead to
    sensitive information from a request being handled by 
    the wrong thread if a multi-threaded environment is
    used. (CVE-2010-0434)

  - Added 'mod_reqtimeout' module to mitigate Slowloris
    attacks. (CVE-2007-6750)","Upgrade to Apache version 2.2.15 or later.","http://httpd.apache.org/security/vulnerabilities_22.html
https://bz.apache.org/bugzilla/show_bug.cgi?id=48359
https://archive.apache.org/dist/httpd/CHANGES_2.2.15","
  Version source    : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.15
","","Critical"
"45004","CVE-2009-3555","10.0","Critical","10.91.251.173","tcp","80","Apache 2.2.x < 2.2.15 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.15. It is, therefore, potentially affected
by multiple vulnerabilities :

  - A TLS renegotiation prefix injection attack is possible. 
    (CVE-2009-3555)

  - The 'mod_proxy_ajp' module returns the wrong status code
    if it encounters an error which causes the back-end 
    server to be put into an error state. (CVE-2010-0408)

  - The 'mod_isapi' attempts to unload the 'ISAPI.dll' when
    it encounters various error states which could leave
    call-backs in an undefined state. (CVE-2010-0425)

  - A flaw in the core sub-request process code can lead to
    sensitive information from a request being handled by 
    the wrong thread if a multi-threaded environment is
    used. (CVE-2010-0434)

  - Added 'mod_reqtimeout' module to mitigate Slowloris
    attacks. (CVE-2007-6750)","Upgrade to Apache version 2.2.15 or later.","http://httpd.apache.org/security/vulnerabilities_22.html
https://bz.apache.org/bugzilla/show_bug.cgi?id=48359
https://archive.apache.org/dist/httpd/CHANGES_2.2.15","
  Version source    : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.15
","","Critical"
"45004","CVE-2010-0408","10.0","Critical","10.91.251.173","tcp","80","Apache 2.2.x < 2.2.15 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.15. It is, therefore, potentially affected
by multiple vulnerabilities :

  - A TLS renegotiation prefix injection attack is possible. 
    (CVE-2009-3555)

  - The 'mod_proxy_ajp' module returns the wrong status code
    if it encounters an error which causes the back-end 
    server to be put into an error state. (CVE-2010-0408)

  - The 'mod_isapi' attempts to unload the 'ISAPI.dll' when
    it encounters various error states which could leave
    call-backs in an undefined state. (CVE-2010-0425)

  - A flaw in the core sub-request process code can lead to
    sensitive information from a request being handled by 
    the wrong thread if a multi-threaded environment is
    used. (CVE-2010-0434)

  - Added 'mod_reqtimeout' module to mitigate Slowloris
    attacks. (CVE-2007-6750)","Upgrade to Apache version 2.2.15 or later.","http://httpd.apache.org/security/vulnerabilities_22.html
https://bz.apache.org/bugzilla/show_bug.cgi?id=48359
https://archive.apache.org/dist/httpd/CHANGES_2.2.15","
  Version source    : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.15
","","Critical"
"45004","CVE-2010-0425","10.0","Critical","10.91.251.173","tcp","80","Apache 2.2.x < 2.2.15 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.15. It is, therefore, potentially affected
by multiple vulnerabilities :

  - A TLS renegotiation prefix injection attack is possible. 
    (CVE-2009-3555)

  - The 'mod_proxy_ajp' module returns the wrong status code
    if it encounters an error which causes the back-end 
    server to be put into an error state. (CVE-2010-0408)

  - The 'mod_isapi' attempts to unload the 'ISAPI.dll' when
    it encounters various error states which could leave
    call-backs in an undefined state. (CVE-2010-0425)

  - A flaw in the core sub-request process code can lead to
    sensitive information from a request being handled by 
    the wrong thread if a multi-threaded environment is
    used. (CVE-2010-0434)

  - Added 'mod_reqtimeout' module to mitigate Slowloris
    attacks. (CVE-2007-6750)","Upgrade to Apache version 2.2.15 or later.","http://httpd.apache.org/security/vulnerabilities_22.html
https://bz.apache.org/bugzilla/show_bug.cgi?id=48359
https://archive.apache.org/dist/httpd/CHANGES_2.2.15","
  Version source    : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.15
","","Critical"
"45004","CVE-2010-0434","10.0","Critical","10.91.251.173","tcp","80","Apache 2.2.x < 2.2.15 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.15. It is, therefore, potentially affected
by multiple vulnerabilities :

  - A TLS renegotiation prefix injection attack is possible. 
    (CVE-2009-3555)

  - The 'mod_proxy_ajp' module returns the wrong status code
    if it encounters an error which causes the back-end 
    server to be put into an error state. (CVE-2010-0408)

  - The 'mod_isapi' attempts to unload the 'ISAPI.dll' when
    it encounters various error states which could leave
    call-backs in an undefined state. (CVE-2010-0425)

  - A flaw in the core sub-request process code can lead to
    sensitive information from a request being handled by 
    the wrong thread if a multi-threaded environment is
    used. (CVE-2010-0434)

  - Added 'mod_reqtimeout' module to mitigate Slowloris
    attacks. (CVE-2007-6750)","Upgrade to Apache version 2.2.15 or later.","http://httpd.apache.org/security/vulnerabilities_22.html
https://bz.apache.org/bugzilla/show_bug.cgi?id=48359
https://archive.apache.org/dist/httpd/CHANGES_2.2.15","
  Version source    : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.15
","","Critical"
"45004","CVE-2007-6750","10.0","Critical","10.91.251.173","tcp","443","Apache 2.2.x < 2.2.15 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.15. It is, therefore, potentially affected
by multiple vulnerabilities :

  - A TLS renegotiation prefix injection attack is possible. 
    (CVE-2009-3555)

  - The 'mod_proxy_ajp' module returns the wrong status code
    if it encounters an error which causes the back-end 
    server to be put into an error state. (CVE-2010-0408)

  - The 'mod_isapi' attempts to unload the 'ISAPI.dll' when
    it encounters various error states which could leave
    call-backs in an undefined state. (CVE-2010-0425)

  - A flaw in the core sub-request process code can lead to
    sensitive information from a request being handled by 
    the wrong thread if a multi-threaded environment is
    used. (CVE-2010-0434)

  - Added 'mod_reqtimeout' module to mitigate Slowloris
    attacks. (CVE-2007-6750)","Upgrade to Apache version 2.2.15 or later.","http://httpd.apache.org/security/vulnerabilities_22.html
https://bz.apache.org/bugzilla/show_bug.cgi?id=48359
https://archive.apache.org/dist/httpd/CHANGES_2.2.15","
  Version source    : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.15
","","Critical"
"45004","CVE-2009-3555","10.0","Critical","10.91.251.173","tcp","443","Apache 2.2.x < 2.2.15 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.15. It is, therefore, potentially affected
by multiple vulnerabilities :

  - A TLS renegotiation prefix injection attack is possible. 
    (CVE-2009-3555)

  - The 'mod_proxy_ajp' module returns the wrong status code
    if it encounters an error which causes the back-end 
    server to be put into an error state. (CVE-2010-0408)

  - The 'mod_isapi' attempts to unload the 'ISAPI.dll' when
    it encounters various error states which could leave
    call-backs in an undefined state. (CVE-2010-0425)

  - A flaw in the core sub-request process code can lead to
    sensitive information from a request being handled by 
    the wrong thread if a multi-threaded environment is
    used. (CVE-2010-0434)

  - Added 'mod_reqtimeout' module to mitigate Slowloris
    attacks. (CVE-2007-6750)","Upgrade to Apache version 2.2.15 or later.","http://httpd.apache.org/security/vulnerabilities_22.html
https://bz.apache.org/bugzilla/show_bug.cgi?id=48359
https://archive.apache.org/dist/httpd/CHANGES_2.2.15","
  Version source    : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.15
","","Critical"
"45004","CVE-2010-0408","10.0","Critical","10.91.251.173","tcp","443","Apache 2.2.x < 2.2.15 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.15. It is, therefore, potentially affected
by multiple vulnerabilities :

  - A TLS renegotiation prefix injection attack is possible. 
    (CVE-2009-3555)

  - The 'mod_proxy_ajp' module returns the wrong status code
    if it encounters an error which causes the back-end 
    server to be put into an error state. (CVE-2010-0408)

  - The 'mod_isapi' attempts to unload the 'ISAPI.dll' when
    it encounters various error states which could leave
    call-backs in an undefined state. (CVE-2010-0425)

  - A flaw in the core sub-request process code can lead to
    sensitive information from a request being handled by 
    the wrong thread if a multi-threaded environment is
    used. (CVE-2010-0434)

  - Added 'mod_reqtimeout' module to mitigate Slowloris
    attacks. (CVE-2007-6750)","Upgrade to Apache version 2.2.15 or later.","http://httpd.apache.org/security/vulnerabilities_22.html
https://bz.apache.org/bugzilla/show_bug.cgi?id=48359
https://archive.apache.org/dist/httpd/CHANGES_2.2.15","
  Version source    : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.15
","","Critical"
"45004","CVE-2010-0425","10.0","Critical","10.91.251.173","tcp","443","Apache 2.2.x < 2.2.15 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.15. It is, therefore, potentially affected
by multiple vulnerabilities :

  - A TLS renegotiation prefix injection attack is possible. 
    (CVE-2009-3555)

  - The 'mod_proxy_ajp' module returns the wrong status code
    if it encounters an error which causes the back-end 
    server to be put into an error state. (CVE-2010-0408)

  - The 'mod_isapi' attempts to unload the 'ISAPI.dll' when
    it encounters various error states which could leave
    call-backs in an undefined state. (CVE-2010-0425)

  - A flaw in the core sub-request process code can lead to
    sensitive information from a request being handled by 
    the wrong thread if a multi-threaded environment is
    used. (CVE-2010-0434)

  - Added 'mod_reqtimeout' module to mitigate Slowloris
    attacks. (CVE-2007-6750)","Upgrade to Apache version 2.2.15 or later.","http://httpd.apache.org/security/vulnerabilities_22.html
https://bz.apache.org/bugzilla/show_bug.cgi?id=48359
https://archive.apache.org/dist/httpd/CHANGES_2.2.15","
  Version source    : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.15
","","Critical"
"45004","CVE-2010-0434","10.0","Critical","10.91.251.173","tcp","443","Apache 2.2.x < 2.2.15 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities","According to its banner, the version of Apache 2.2.x running on the
remote host is prior to 2.2.15. It is, therefore, potentially affected
by multiple vulnerabilities :

  - A TLS renegotiation prefix injection attack is possible. 
    (CVE-2009-3555)

  - The 'mod_proxy_ajp' module returns the wrong status code
    if it encounters an error which causes the back-end 
    server to be put into an error state. (CVE-2010-0408)

  - The 'mod_isapi' attempts to unload the 'ISAPI.dll' when
    it encounters various error states which could leave
    call-backs in an undefined state. (CVE-2010-0425)

  - A flaw in the core sub-request process code can lead to
    sensitive information from a request being handled by 
    the wrong thread if a multi-threaded environment is
    used. (CVE-2010-0434)

  - Added 'mod_reqtimeout' module to mitigate Slowloris
    attacks. (CVE-2007-6750)","Upgrade to Apache version 2.2.15 or later.","http://httpd.apache.org/security/vulnerabilities_22.html
https://bz.apache.org/bugzilla/show_bug.cgi?id=48359
https://archive.apache.org/dist/httpd/CHANGES_2.2.15","
  Version source    : Server: Apache/2.2.12 (Win32) DAV/2 mod_ssl/2.2.12 OpenSSL/0.9.8k mod_autoindex_color PHP/5.3.0 mod_perl/2.0.4 Perl/v5.10.0
  Installed version : 2.2.12
  Fixed version     : 2.2.15
","","Critical"
"45410","","","None","10.91.251.173","tcp","443","SSL Certificate 'commonName' Mismatch","The 'commonName' (CN) attribute in the SSL certificate does not match
the hostname.","The service running on the remote host presents an SSL certificate for
which the 'commonName' (CN) attribute does not match the hostname on
which the service listens.","If the machine has several names, make sure that users connect to the
service through the DNS hostname that matches the common name in the
certificate.","","
The host name known by Nessus is :

  dc-0a7927972954

The Common Name in the certificate is :

  localhost
","","None"
"45410","","","None","10.91.251.173","tcp","1433","SSL Certificate 'commonName' Mismatch","The 'commonName' (CN) attribute in the SSL certificate does not match
the hostname.","The service running on the remote host presents an SSL certificate for
which the 'commonName' (CN) attribute does not match the hostname on
which the service listens.","If the machine has several names, make sure that users connect to the
service through the DNS hostname that matches the common name in the
certificate.","","
The host name known by Nessus is :

  dc-0a7927972954

The Common Name in the certificate is :

  ssl_self_signed_fallback
","","None"
"45411","","5.0","Medium","10.91.251.173","tcp","443","SSL Certificate with Wrong Hostname","The SSL certificate for this service is for a different host.","The 'commonName' (CN) attribute of the SSL certificate presented for
this service is for a different machine.","Purchase or generate a proper certificate for this service.","","
The identities known by Nessus are :

  10.91.251.173
  10.91.251.173

The Common Name in the certificate is :

  localhost
","","Medium"
"45411","","5.0","Medium","10.91.251.173","tcp","1433","SSL Certificate with Wrong Hostname","The SSL certificate for this service is for a different host.","The 'commonName' (CN) attribute of the SSL certificate presented for
this service is for a different machine.","Purchase or generate a proper certificate for this service.","","
The identities known by Nessus are :

  10.91.251.173
  10.91.251.173

The Common Name in the certificate is :

  SSL_Self_Signed_Fallback
","","Medium"
"45517","CVE-2010-0024","5.0","Medium","10.91.251.173","tcp","25","MS10-024: Vulnerabilities in Microsoft Exchange and Windows SMTP Service Could Allow Denial of Service (981832) (uncredentialed check)","The remote mail server may be affected by multiple vulnerabilities.","The installed version of Microsoft Exchange / Windows SMTP Service
is affected by at least one vulnerability :

  - Incorrect parsing of DNS Mail Exchanger (MX) resource
    records could cause the Windows Simple Mail Transfer
    Protocol (SMTP) component to stop responding until 
    the service is restarted. (CVE-2010-0024)

  - Improper allocation of memory for interpreting SMTP
    command responses may allow an attacker to read random 
    email message fragments stored on the affected server.
    (CVE-2010-0025)","Microsoft has released a set of patches for Windows 2000, XP, 2003,
and 2008 as well as Exchange Server 2000, 2003, 2007, and 2010.","https://docs.microsoft.com/en-us/security-updates/SecurityBulletins/2010/ms10-024","
The remote version of the smtpsvc.dll is 6.0.2600.5512 versus 6.0.2600.5949.","II","Medium"
